time (s),v("/Z7" ?result "tran") (V),v("/Z6" ?result "tran") (V),v("/Z5" ?result "tran") (V),v("/Z4" ?result "tran") (V),v("/Z3" ?result "tran") (V),v("/Z2" ?result "tran") (V),v("/Z1" ?result "tran") (V),v("/Z0" ?result "tran") (V),v("/X3" ?result "tran") (V),v("/X2" ?result "tran") (V),v("/X1" ?result "tran") (V),v("/X0" ?result "tran") (V),v("/Y3" ?result "tran") (V),v("/Y2" ?result "tran") (V),v("/Y1" ?result "tran") (V),v("/Y0" ?result "tran") (V)
5.000E-9,2.650E-6,252.8E-9,101.3E-9,120.5E-9,29.69E-6,29.21E-6,26.26E-6,517.3E-6,0.000,0.000,0.000,17.58E-3,0.000,0.000,0.000,0.000
5.000E-9,759.1E-9,31.29E-9,708.7E-9,175.8E-9,45.16E-6,45.01E-6,41.55E-6,970.5E-6,0.000,0.000,0.000,36.33E-3,0.000,0.000,0.000,0.000
5.001E-9,1.430E-6,125.9E-9,-6.090E-9,216.4E-9,67.22E-6,66.87E-6,63.78E-6,1.614E-3,0.000,0.000,0.000,73.83E-3,0.000,0.000,0.000,0.000
5.001E-9,-748.9E-9,-112.2E-9,502.8E-9,173.0E-9,88.12E-6,88.18E-6,84.55E-6,2.215E-3,0.000,0.000,0.000,148.8E-3,0.000,0.000,0.000,0.000
5.002E-9,-125.0E-9,-354.5E-12,-206.4E-9,-5.126E-9,82.79E-6,82.73E-6,79.50E-6,2.130E-3,0.000,0.000,0.000,298.8E-3,0.000,0.000,0.000,0.000
5.004E-9,-1.212E-6,-103.2E-9,345.4E-9,-75.13E-9,50.35E-6,50.61E-6,46.99E-6,1.066E-3,0.000,0.000,0.000,508.7E-3,0.000,0.000,0.000,0.000
5.006E-9,179.1E-9,78.85E-9,-234.8E-9,-14.30E-9,18.38E-6,18.35E-6,15.23E-6,-796.3E-6,0.000,0.000,0.000,707.2E-3,0.000,0.000,0.000,0.000
5.008E-9,-861.3E-9,-46.85E-9,337.0E-9,13.50E-9,-33.06E-6,-32.87E-6,-36.59E-6,-3.536E-3,0.000,0.000,0.000,937.5E-3,0.000,0.000,0.000,0.000
5.009E-9,395.1E-9,116.2E-9,-232.0E-9,83.30E-9,-38.91E-6,-38.96E-6,-42.23E-6,-3.498E-3,0.000,0.000,0.000,1.069,0.000,0.000,0.000,0.000
5.010E-9,-759.7E-9,-34.61E-9,333.6E-9,121.2E-9,-34.02E-6,-33.86E-6,-37.53E-6,-3.053E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.010E-9,-150.6E-9,43.74E-9,72.10E-9,99.64E-9,-39.44E-6,-39.39E-6,-42.84E-6,-3.211E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.010E-9,-130.6E-9,45.86E-9,59.10E-9,89.55E-9,-42.09E-6,-42.05E-6,-45.49E-6,-3.283E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.010E-9,-145.2E-9,44.63E-9,68.77E-9,73.03E-9,-46.91E-6,-46.87E-6,-50.30E-6,-3.384E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.010E-9,-124.9E-9,46.86E-9,56.80E-9,51.67E-9,-54.79E-6,-54.75E-6,-58.15E-6,-3.444E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.011E-9,-130.9E-9,46.81E-9,63.87E-9,40.97E-9,-64.63E-6,-64.60E-6,-67.98E-6,-3.193E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.012E-9,-95.41E-9,50.57E-9,50.35E-9,74.70E-9,-67.99E-6,-67.97E-6,-71.34E-6,-2.092E-3,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.013E-9,-87.65E-9,51.52E-9,58.78E-9,128.1E-9,-53.78E-6,-53.76E-6,-57.16E-6,-589.1E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.014E-9,-46.99E-9,54.81E-9,48.34E-9,136.0E-9,-27.84E-6,-27.83E-6,-31.26E-6,443.6E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.016E-9,-38.55E-9,54.55E-9,56.68E-9,96.91E-9,-410.9E-9,-407.5E-9,-3.843E-6,896.4E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.018E-9,-1.141E-9,56.28E-9,46.80E-9,46.30E-9,19.59E-6,19.59E-6,16.41E-6,931.1E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.020E-9,4.009E-9,54.59E-9,56.14E-9,16.73E-9,28.54E-6,28.54E-6,25.30E-6,689.8E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.024E-9,34.85E-9,54.69E-9,47.12E-9,30.18E-9,26.73E-6,26.72E-6,23.42E-6,385.3E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.029E-9,28.90E-9,51.97E-9,56.18E-9,51.68E-9,19.91E-6,19.90E-6,16.58E-6,172.3E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.035E-9,52.43E-9,52.40E-9,46.54E-9,54.49E-9,14.47E-6,14.45E-6,11.14E-6,64.69E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.044E-9,39.29E-9,50.41E-9,55.54E-9,50.96E-9,12.53E-6,12.52E-6,9.211E-6,26.63E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.056E-9,57.22E-9,51.51E-9,46.22E-9,50.43E-9,12.36E-6,12.35E-6,9.045E-6,12.30E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.071E-9,40.81E-9,50.01E-9,55.32E-9,50.72E-9,12.35E-6,12.33E-6,9.039E-6,6.406E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.092E-9,57.46E-9,51.36E-9,46.08E-9,50.55E-9,12.28E-6,12.27E-6,8.988E-6,2.930E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.120E-9,40.84E-9,49.94E-9,55.25E-9,50.66E-9,12.22E-6,12.20E-6,8.937E-6,1.799E-6,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.158E-9,57.45E-9,51.32E-9,46.04E-9,50.54E-9,12.12E-6,12.10E-6,8.861E-6,650.3E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.210E-9,40.85E-9,49.89E-9,55.19E-9,50.59E-9,11.99E-6,11.98E-6,8.765E-6,634.2E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.279E-9,57.45E-9,51.25E-9,45.97E-9,50.48E-9,11.83E-6,11.81E-6,8.634E-6,69.38E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.374E-9,40.86E-9,49.80E-9,55.10E-9,50.50E-9,11.60E-6,11.59E-6,8.465E-6,331.7E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.504E-9,57.45E-9,51.13E-9,45.85E-9,50.37E-9,11.31E-6,11.30E-6,8.242E-6,-77.12E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.682E-9,40.87E-9,49.65E-9,54.95E-9,50.35E-9,10.94E-6,10.93E-6,7.955E-6,251.9E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
5.928E-9,57.45E-9,50.94E-9,45.66E-9,50.19E-9,10.46E-6,10.45E-6,7.589E-6,-113.3E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
6.269E-9,40.87E-9,49.43E-9,54.72E-9,50.14E-9,9.864E-6,9.857E-6,7.135E-6,230.5E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
6.742E-9,57.45E-9,50.68E-9,45.40E-9,49.94E-9,9.137E-6,9.127E-6,6.584E-6,-121.8E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
7.403E-9,40.88E-9,49.14E-9,54.43E-9,49.86E-9,8.286E-6,8.281E-6,5.944E-6,224.7E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
8.327E-9,57.46E-9,50.39E-9,45.10E-9,49.65E-9,7.330E-6,7.323E-6,5.231E-6,-123.6E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
9.163E-9,40.89E-9,48.90E-9,54.19E-9,49.62E-9,6.638E-6,6.636E-6,4.720E-6,223.0E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
10.00E-9,57.46E-9,50.22E-9,44.93E-9,49.49E-9,6.066E-6,6.062E-6,4.300E-6,-123.4E-9,0.000,0.000,0.000,1.200,0.000,0.000,0.000,0.000
10.00E-9,49.66E-9,49.65E-9,57.25E-9,457.4E-9,4.060E-6,4.057E-6,5.263E-6,-99.33E-6,0.000,0.000,4.687E-3,1.195,0.000,0.000,0.000,0.000
10.00E-9,49.10E-9,49.82E-9,76.81E-9,1.392E-6,-59.42E-9,-61.26E-9,7.253E-6,-292.2E-6,0.000,0.000,14.06E-3,1.186,0.000,0.000,0.000,0.000
10.00E-9,50.06E-9,50.27E-9,108.6E-9,3.047E-6,-7.872E-6,-7.873E-6,10.38E-6,-624.4E-6,0.000,0.000,32.81E-3,1.167,0.000,0.000,0.000,0.000
10.00E-9,49.64E-9,50.56E-9,144.1E-9,5.307E-6,-19.27E-6,-19.27E-6,13.53E-6,-1.084E-3,0.000,0.000,67.04E-3,1.133,0.000,0.000,0.000,0.000
10.00E-9,50.15E-9,50.52E-9,158.3E-9,7.683E-6,-33.19E-6,-33.19E-6,13.64E-6,-1.595E-3,0.000,0.000,135.5E-3,1.064,0.000,0.000,0.000,0.000
10.00E-9,48.72E-9,49.44E-9,102.5E-9,7.651E-6,-38.86E-6,-38.87E-6,5.668E-6,-1.777E-3,0.000,0.000,256.5E-3,943.5E-3,0.000,0.000,0.000,0.000
10.00E-9,48.82E-9,48.69E-9,26.08E-9,4.865E-6,-29.65E-6,-29.66E-6,-5.809E-6,-1.514E-3,0.000,0.000,405.0E-3,795.0E-3,0.000,0.000,0.000,0.000
10.00E-9,48.36E-9,48.71E-9,-18.68E-9,1.365E-6,-18.62E-6,-18.62E-6,-27.42E-6,-1.155E-3,0.000,0.000,591.7E-3,608.3E-3,0.000,0.000,0.000,0.000
10.01E-9,49.29E-9,49.11E-9,-39.18E-9,-2.880E-6,-18.14E-6,-18.14E-6,-77.66E-6,-991.5E-6,0.000,0.000,794.1E-3,405.9E-3,0.000,0.000,0.000,0.000
10.01E-9,48.95E-9,49.45E-9,-28.38E-9,-6.041E-6,-38.48E-9,-40.18E-9,-90.88E-6,-566.7E-6,0.000,0.000,975.7E-3,224.3E-3,0.000,0.000,0.000,0.000
10.01E-9,49.83E-9,49.90E-9,8.079E-9,-6.340E-6,14.52E-6,14.52E-6,-65.25E-6,-248.7E-6,0.000,0.000,1.088,112.1E-3,0.000,0.000,0.000,0.000
10.01E-9,49.35E-9,50.10E-9,38.88E-9,-5.756E-6,25.90E-6,25.90E-6,-34.57E-6,-8.416E-6,0.000,0.000,1.200,227.4E-15,0.000,0.000,0.000,0.000
10.01E-9,49.61E-9,50.08E-9,36.15E-9,-5.964E-6,37.46E-6,37.46E-6,-24.03E-6,317.3E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.59E-9,50.05E-9,34.62E-9,-6.077E-6,43.21E-6,43.21E-6,-18.67E-6,475.1E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.54E-9,50.00E-9,31.76E-9,-6.303E-6,53.68E-6,53.68E-6,-8.204E-6,760.0E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.48E-9,49.91E-9,27.12E-9,-6.752E-6,70.70E-6,70.70E-6,10.62E-6,1.226E-3,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.39E-9,49.82E-9,23.00E-9,-7.500E-6,91.13E-6,91.13E-6,39.96E-6,1.825E-3,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.42E-9,49.88E-9,35.45E-9,-7.921E-6,102.4E-6,102.4E-6,80.56E-6,2.199E-3,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.57E-9,50.14E-9,75.30E-9,-6.537E-6,86.18E-6,86.18E-6,102.6E-6,1.902E-3,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.01E-9,49.59E-9,50.23E-9,116.9E-9,-3.519E-6,53.72E-6,53.72E-6,96.60E-6,1.281E-3,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.02E-9,49.30E-9,49.89E-9,127.7E-9,9.232E-9,21.41E-6,21.41E-6,68.13E-6,693.0E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.02E-9,48.92E-9,49.31E-9,101.5E-9,2.366E-6,-1.489E-6,-1.497E-6,31.13E-6,280.4E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.02E-9,48.82E-9,49.03E-9,56.11E-9,2.843E-6,-10.33E-6,-10.34E-6,2.561E-6,74.50E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.02E-9,49.09E-9,49.29E-9,30.13E-9,1.947E-6,-6.362E-6,-6.363E-6,-8.668E-6,9.366E-6,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.03E-9,49.29E-9,49.64E-9,33.32E-9,721.5E-9,1.124E-6,1.122E-6,-5.203E-6,-139.3E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.04E-9,49.22E-9,49.61E-9,47.24E-9,49.41E-9,5.006E-6,5.003E-6,880.0E-9,96.59E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.04E-9,49.15E-9,49.51E-9,52.48E-9,-64.25E-9,6.008E-6,6.006E-6,3.666E-6,20.13E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.06E-9,49.17E-9,49.50E-9,49.94E-9,-2.211E-9,6.032E-6,6.030E-6,4.187E-6,74.86E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.07E-9,49.18E-9,49.53E-9,49.39E-9,26.81E-9,6.025E-6,6.023E-6,4.223E-6,24.12E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.09E-9,49.17E-9,49.51E-9,49.54E-9,50.14E-9,6.004E-6,6.001E-6,4.251E-6,74.10E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.12E-9,49.17E-9,49.52E-9,49.50E-9,46.44E-9,5.996E-6,5.993E-6,4.239E-6,24.22E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.16E-9,49.18E-9,49.51E-9,49.53E-9,52.19E-9,5.962E-6,5.960E-6,4.229E-6,74.15E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.21E-9,49.17E-9,49.51E-9,49.50E-9,47.06E-9,5.941E-6,5.939E-6,4.204E-6,24.16E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.29E-9,49.18E-9,49.50E-9,49.52E-9,51.79E-9,5.889E-6,5.886E-6,4.176E-6,74.20E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.38E-9,49.17E-9,49.50E-9,49.49E-9,47.31E-9,5.843E-6,5.841E-6,4.133E-6,24.12E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.51E-9,49.18E-9,49.49E-9,49.50E-9,51.59E-9,5.757E-6,5.755E-6,4.079E-6,74.23E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.70E-9,49.17E-9,49.48E-9,49.47E-9,47.42E-9,5.667E-6,5.665E-6,4.005E-6,24.10E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
10.95E-9,49.18E-9,49.46E-9,49.47E-9,51.48E-9,5.524E-6,5.522E-6,3.909E-6,74.25E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
11.30E-9,49.17E-9,49.45E-9,49.44E-9,47.45E-9,5.360E-6,5.358E-6,3.782E-6,24.09E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
11.78E-9,49.18E-9,49.42E-9,49.43E-9,51.39E-9,5.125E-6,5.124E-6,3.620E-6,74.26E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
12.46E-9,49.17E-9,49.40E-9,49.39E-9,47.44E-9,4.853E-6,4.852E-6,3.415E-6,24.08E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
13.40E-9,49.18E-9,49.36E-9,49.37E-9,51.31E-9,4.496E-6,4.495E-6,3.167E-6,74.26E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
14.20E-9,49.17E-9,49.34E-9,49.33E-9,47.41E-9,4.252E-6,4.251E-6,2.984E-6,24.08E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
15.00E-9,49.18E-9,49.32E-9,49.33E-9,51.25E-9,4.015E-6,4.014E-6,2.823E-6,74.27E-9,0.000,0.000,1.200,0.000,0.000,0.000,0.000,0.000
15.00E-9,49.18E-9,49.32E-9,49.52E-9,69.92E-9,8.489E-6,8.489E-6,7.286E-6,142.3E-6,0.000,0.000,1.200,4.688E-3,0.000,0.000,0.000,0.000
15.00E-9,49.18E-9,49.33E-9,49.97E-9,109.6E-9,17.73E-6,17.73E-6,16.51E-6,419.2E-6,0.000,0.000,1.200,14.06E-3,0.000,0.000,0.000,0.000
15.00E-9,49.19E-9,49.34E-9,50.68E-9,167.6E-9,33.70E-6,33.70E-6,32.46E-6,889.5E-6,0.000,0.000,1.200,32.81E-3,0.000,0.000,0.000,0.000
15.00E-9,49.19E-9,49.34E-9,51.10E-9,214.9E-9,55.38E-6,55.39E-6,54.11E-6,1.521E-3,0.000,0.000,1.200,67.20E-3,0.000,0.000,0.000,0.000
15.00E-9,49.18E-9,49.33E-9,50.34E-9,186.2E-9,77.62E-6,77.62E-6,76.33E-6,2.159E-3,0.000,0.000,1.200,136.0E-3,0.000,0.000,0.000,0.000
15.00E-9,49.16E-9,49.30E-9,48.15E-9,18.35E-9,77.49E-6,77.49E-6,76.23E-6,2.240E-3,0.000,0.000,1.200,273.5E-3,0.000,0.000,0.000,0.000
15.00E-9,49.17E-9,49.32E-9,48.10E-9,-83.49E-9,43.74E-6,43.74E-6,42.55E-6,1.629E-3,0.000,0.000,1.200,500.3E-3,0.000,0.000,0.000,0.000
15.01E-9,49.18E-9,49.33E-9,49.42E-9,-12.62E-9,5.735E-6,5.734E-6,4.592E-6,1.078E-3,0.000,0.000,1.200,728.9E-3,0.000,0.000,0.000,0.000
15.01E-9,49.18E-9,49.33E-9,49.80E-9,25.93E-9,-48.39E-6,-48.39E-6,-49.58E-6,-68.77E-6,0.000,0.000,1.200,989.6E-3,0.000,0.000,0.000,0.000
15.01E-9,49.18E-9,49.33E-9,50.33E-9,91.90E-9,-48.09E-6,-48.10E-6,-49.29E-6,-156.1E-6,0.000,0.000,1.200,1.095,0.000,0.000,0.000,0.000
15.01E-9,49.18E-9,49.33E-9,50.29E-9,119.6E-9,-43.30E-6,-43.30E-6,-44.51E-6,-165.0E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.18E-9,49.32E-9,49.99E-9,97.52E-9,-49.09E-6,-49.09E-6,-50.28E-6,-449.1E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.17E-9,49.32E-9,49.52E-9,62.61E-9,-59.37E-6,-59.37E-6,-60.55E-6,-946.0E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.17E-9,49.32E-9,49.42E-9,54.82E-9,-62.40E-6,-62.40E-6,-63.58E-6,-1.091E-3,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.17E-9,49.32E-9,49.30E-9,45.08E-9,-67.45E-6,-67.45E-6,-68.62E-6,-1.335E-3,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.17E-9,49.32E-9,49.27E-9,42.21E-9,-74.11E-6,-74.11E-6,-75.27E-6,-1.672E-3,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.17E-9,49.32E-9,49.55E-9,68.89E-9,-77.23E-6,-77.23E-6,-78.40E-6,-1.948E-3,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.18E-9,49.33E-9,49.98E-9,128.7E-9,-61.85E-6,-61.85E-6,-63.06E-6,-1.777E-3,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.01E-9,49.17E-9,49.32E-9,49.63E-9,133.3E-9,-31.39E-6,-31.39E-6,-32.64E-6,-1.242E-3,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.02E-9,49.17E-9,49.32E-9,48.85E-9,77.71E-9,-221.5E-9,-220.7E-9,-1.469E-6,-706.2E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.02E-9,49.18E-9,49.32E-9,48.77E-9,24.84E-9,17.93E-6,17.93E-6,16.76E-6,-314.4E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.02E-9,49.18E-9,49.33E-9,49.35E-9,19.82E-9,19.87E-6,19.87E-6,18.69E-6,-65.79E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.03E-9,49.18E-9,49.32E-9,49.56E-9,54.99E-9,10.34E-6,10.34E-6,9.156E-6,-2.926E-6,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.04E-9,49.18E-9,49.32E-9,49.22E-9,52.23E-9,4.364E-6,4.363E-6,3.174E-6,473.6E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.05E-9,49.18E-9,49.32E-9,49.35E-9,47.93E-9,3.911E-6,3.911E-6,2.716E-6,-142.1E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.08E-9,49.18E-9,49.32E-9,49.31E-9,50.22E-9,4.049E-6,4.049E-6,2.858E-6,198.3E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.14E-9,49.18E-9,49.32E-9,49.32E-9,48.58E-9,3.946E-6,3.946E-6,2.758E-6,-85.25E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.25E-9,49.18E-9,49.32E-9,49.32E-9,49.99E-9,3.986E-6,3.986E-6,2.808E-6,178.5E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.47E-9,49.18E-9,49.31E-9,49.31E-9,48.68E-9,3.868E-6,3.868E-6,2.705E-6,-76.89E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
15.92E-9,49.18E-9,49.31E-9,49.31E-9,49.93E-9,3.817E-6,3.816E-6,2.686E-6,174.5E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
16.81E-9,49.18E-9,49.29E-9,49.29E-9,48.68E-9,3.560E-6,3.560E-6,2.487E-6,-75.14E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
18.59E-9,49.18E-9,49.27E-9,49.27E-9,49.88E-9,3.274E-6,3.274E-6,2.302E-6,173.5E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
20.00E-9,49.18E-9,49.26E-9,49.26E-9,48.65E-9,2.994E-6,2.994E-6,2.087E-6,-74.56E-9,0.000,0.000,1.200,1.200,0.000,0.000,0.000,0.000
20.00E-9,55.26E-9,57.39E-9,469.0E-9,-145.2E-9,970.9E-9,977.3E-9,-1.779E-6,-99.33E-6,0.000,4.687E-3,1.195,1.195,0.000,0.000,0.000,0.000
20.00E-9,69.52E-9,76.59E-9,1.416E-6,-429.4E-9,-3.391E-6,-3.372E-6,-9.923E-6,-292.2E-6,0.000,14.06E-3,1.186,1.186,0.000,0.000,0.000,0.000
20.00E-9,92.88E-9,108.7E-9,3.085E-6,-980.4E-9,-11.29E-6,-11.25E-6,-24.42E-6,-624.4E-6,0.000,32.81E-3,1.167,1.167,0.000,0.000,0.000,0.000
20.00E-9,117.0E-9,143.6E-9,5.355E-6,-1.896E-6,-22.78E-6,-22.71E-6,-45.39E-6,-1.084E-3,0.000,67.04E-3,1.133,1.133,0.000,0.000,0.000,0.000
20.00E-9,123.6E-9,158.1E-9,7.717E-6,-3.252E-6,-36.76E-6,-36.67E-6,-70.50E-6,-1.595E-3,0.000,135.5E-3,1.064,1.064,0.000,0.000,0.000,0.000
20.00E-9,75.20E-9,101.8E-9,7.637E-6,-4.102E-6,-42.37E-6,-42.27E-6,-79.19E-6,-1.777E-3,0.000,256.5E-3,943.5E-3,943.5E-3,0.000,0.000,0.000,0.000
20.00E-9,20.84E-9,25.98E-9,4.893E-6,-3.294E-6,-32.96E-6,-32.92E-6,-59.93E-6,-1.514E-3,0.000,405.0E-3,795.0E-3,795.0E-3,0.000,0.000,0.000,0.000
20.00E-9,-2.421E-9,-19.14E-9,1.360E-6,-1.849E-6,-21.73E-6,-21.77E-6,-33.89E-6,-1.155E-3,0.000,591.7E-3,608.3E-3,608.3E-3,0.000,0.000,0.000,0.000
20.01E-9,-6.951E-9,-39.22E-9,-2.798E-6,-1.367E-6,-21.19E-6,-21.33E-6,-24.48E-6,-993.4E-6,0.000,792.7E-3,407.3E-3,407.3E-3,0.000,0.000,0.000,0.000
20.01E-9,6.564E-9,-29.20E-9,-6.047E-6,401.5E-9,-2.999E-6,-3.210E-6,4.489E-6,-568.6E-6,0.000,975.2E-3,224.8E-3,224.8E-3,0.000,0.000,0.000,0.000
20.01E-9,32.55E-9,7.912E-9,-6.353E-6,1.963E-6,11.83E-6,11.67E-6,25.69E-6,-249.4E-6,0.000,1.088,112.4E-3,112.4E-3,0.000,0.000,0.000,0.000
20.01E-9,55.84E-9,38.72E-9,-5.751E-6,3.094E-6,23.20E-6,23.09E-6,41.03E-6,-8.379E-6,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,53.58E-9,35.94E-9,-5.979E-6,4.240E-6,34.57E-6,34.46E-6,59.53E-6,311.4E-6,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,48.88E-9,30.04E-9,-6.452E-6,6.411E-6,55.32E-6,55.19E-6,93.04E-6,875.9E-6,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,47.33E-9,28.07E-9,-6.636E-6,7.141E-6,62.28E-6,62.15E-6,104.2E-6,1.063E-3,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,44.89E-9,24.95E-9,-6.987E-6,8.361E-6,73.43E-6,73.31E-6,121.6E-6,1.381E-3,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,43.12E-9,22.75E-9,-7.526E-6,9.993E-6,88.43E-6,88.35E-6,144.7E-6,1.820E-3,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,49.61E-9,32.07E-9,-7.895E-6,10.89E-6,99.39E-6,99.38E-6,159.1E-6,2.171E-3,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,74.65E-9,69.49E-9,-6.743E-6,8.863E-6,87.05E-6,87.16E-6,133.8E-6,1.973E-3,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
20.01E-9,99.87E-9,112.7E-9,-3.911E-6,4.697E-6,55.53E-6,55.72E-6,79.06E-6,1.370E-3,0.000,1.200,0.000,0.000,0.000,0.000,0.000,0.000
